bin	tax_gtdb.r220
012-PT-06.bin.2.304	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JADJPL01;s__JADJPL01 sp016713275
012-PT-06.bin.2.309	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__;s__
012-PT-06.bin.2.312	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JANXVY01;s__
012-PT-06.bin.2.316	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__UBA2359;s__UBA2359 sp937907475
012-PT-06.bin.2.317	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__;s__
012-PT-06.bin.2.318	d__Bacteria;p__Hinthialibacterota;c__Hinthialibacteria;o__OLB16;f__OLB16;g__;s__
012-PT-06.bin.2.324	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADJCA01;s__JADJCA01 sp016703425
012-PT-06.bin.2.328	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__UBA4664;f__UBA4664;g__GCA-016699105;s__GCA-016699105 sp016699105
012-PT-06.bin.2.329	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__JADJNY01;s__
012-PT-06.bin.2.33	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__OLB17;s__
012-PT-06.bin.2.337	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__
012-PT-06.bin.2.343	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__Quisquiliibacterium sp016710525
012-PT-06.bin.2.347	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__Trichococcus flocculiformis
012-PT-06.bin.2.35	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phosphoribacter;s__
012-PT-06.bin.2.350	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp016789955
012-PT-06.bin.2.355	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__Kouleothrix;s__Kouleothrix sp018266315
012-PT-06.bin.2.357	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__JACKQF01;s__
012-PT-06.bin.2.36	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__JADKJB01;s__
012-PT-06.bin.2.363	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Nannocystis;s__
012-PT-06.bin.2.366	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Lacunisphaera;s__Lacunisphaera sp016795565
012-PT-06.bin.2.368	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__
012-PT-06.bin.2.37	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JAKFWF01;s__
012-PT-06.bin.2.370	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__
012-PT-06.bin.2.373	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__UBA2031;s__
012-PT-06.bin.2.374	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__CAMDOZ01;s__CAMDOZ01 sp020852595
012-PT-06.bin.2.377	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__JARSSO01;s__
012-PT-06.bin.2.378	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__Accumulibacter necessarius
012-PT-06.bin.2.379	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Multivoradales;f__UBA5704;g__JAGPDF01;s__JAGPDF01 sp017998715
012-PT-06.bin.2.38	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
012-PT-06.bin.2.380	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__
012-PT-06.bin.2.381	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__Competibacter phosphatis
012-PT-06.bin.2.382	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__UBA5066;g__JAJVIN01;s__
012-PT-06.bin.2.383	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__JAKFYE01;g__;s__
012-PT-06.bin.2.385	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__JACKQE01;s__JACKQE01 sp020852405
012-PT-06.bin.2.386	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__Micavibrio_A;s__
012-PT-06.bin.2.387	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__
012-PT-06.bin.2.388	d__Bacteria;p__Planctomycetota;c__GCA-002687715;o__GCA-002687715;f__GCA-002687715;g__;s__
012-PT-06.bin.2.389	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAIMTB01;g__CAIMTB01;s__
012-PT-06.bin.2.39	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__
012-PT-06.bin.2.391	d__Bacteria;p__Myxococcota;c__UBA9042;o__PHBI01;f__PHBI01;g__WYBB01;s__
012-PT-06.bin.2.392	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__UBA4408;f__UBA4408;g__CAIKXD01;s__
012-PT-06.bin.2.394	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__SXHM01;f__SXHM01;g__SXHM01;s__
012-PT-06.bin.2.395	d__Bacteria;p__Planctomycetota;c__J058;o__J058;f__J058;g__JAMLIC01;s__
012-PT-06.bin.2.4	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__JADIYM01;g__JADIYM01;s__
012-PT-06.bin.2.40	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__TH-plancto1;s__
012-PT-06.bin.2.400	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__JAEUSB01;s__JAEUSB01 sp019694685
012-PT-06.bin.2.401	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__JADJWH01;f__JADJWH01;g__JADJWH01;s__JADJWH01 sp016716465
012-PT-06.bin.2.404	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__
012-PT-06.bin.2.405	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__WLNW01;g__WLNW01;s__
012-PT-06.bin.2.407	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;s__
012-PT-06.bin.2.41	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__UBA920;s__
012-PT-06.bin.2.411	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Phototrophicaceae;g__Flexifilum;s__
012-PT-06.bin.2.412	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__
012-PT-06.bin.2.413	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp020852865
012-PT-06.bin.2.414	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__Fen-336;g__;s__
012-PT-06.bin.2.415	d__Bacteria;p__Planctomycetota;c__UBA8742;o__UBA2392;f__UBA2392;g__UBA2392;s__
012-PT-06.bin.2.416	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp016713875
012-PT-06.bin.2.418	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAIMTB01;g__CAIMTB01;s__
012-PT-06.bin.2.419	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__
012-PT-06.bin.2.42	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__
012-PT-06.bin.2.420	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__JADYYY01;s__
012-PT-06.bin.2.423	d__Bacteria;p__Myxococcota;c__Polyangia;o__Palsa-1104;f__JAEUJZ01;g__JAEUKA01;s__JAEUKA01 sp016794465
012-PT-06.bin.2.424	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__
012-PT-06.bin.2.425	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__SCUS01;s__
012-PT-06.bin.2.426	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JADJSS01;s__
012-PT-06.bin.2.427	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Immundisolibacterales;f__Immundisolibacteraceae;g__Immundisolibacter;s__
012-PT-06.bin.2.428	d__Bacteria;p__Myxococcota;c__WYAZ01;o__WYAZ01;f__WYAZ01;g__;s__
012-PT-06.bin.2.429	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__Aalborg-AAW-1;s__
012-PT-06.bin.2.43	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__CAIMUX01;g__JADJQY01;s__
012-PT-06.bin.2.430	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Alicycliphilus;s__Alicycliphilus sp018054745
012-PT-06.bin.2.431	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__JADJPG01;g__JADJPG01;s__
012-PT-06.bin.2.432	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SCOH01;g__CALMFQ01;s__CALMFQ01 sp030917985
012-PT-06.bin.2.433	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA8139;g__;s__
012-PT-06.bin.2.436	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__
012-PT-06.bin.2.437	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA2359;g__JADJTE01;s__
012-PT-06.bin.2.438	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__
012-PT-06.bin.2.439	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sp018056045
012-PT-06.bin.2.440	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__JAGORN01;s__
012-PT-06.bin.2.443	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_B;s__
012-PT-06.bin.2.446	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phosphoribacter;s__Phosphoribacter baldrii
012-PT-06.bin.2.447	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__
012-PT-06.bin.2.45	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__
012-PT-06.bin.2.450	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__BACL12;g__UBA7236;s__UBA7236 sp029571985
012-PT-06.bin.2.451	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__
012-PT-06.bin.2.452	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__Fredericiella;s__
012-PT-06.bin.2.453	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__J093;g__JADJWF01;s__
012-PT-06.bin.2.454	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAISIP01;s__
012-PT-06.bin.2.455	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__Rubrivivax sp020851615
012-PT-06.bin.2.456	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB9;s__OLB9 sp016717105
012-PT-06.bin.2.457	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix subdominans
012-PT-06.bin.2.458	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Tetrasphaera_A;s__Tetrasphaera_A sp016702415
012-PT-06.bin.2.459	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__Sphingorhabdus_B sp020847445
012-PT-06.bin.2.46	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__
012-PT-06.bin.2.464	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__Obscuribacter sp016712465
012-PT-06.bin.2.465	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__Ga0077536;s__
012-PT-06.bin.2.466	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__SCUN01;s__
012-PT-06.bin.2.467	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__JADKJB01;s__
012-PT-06.bin.2.47	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__
012-PT-06.bin.2.470	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__CAIYPG01;s__
012-PT-06.bin.2.471	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__;s__
012-PT-06.bin.2.472	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Comamonas;s__Comamonas denitrificans_A
012-PT-06.bin.2.473	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__
012-PT-06.bin.2.474	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptospiraceae;g__GCA-2786225;s__
012-PT-06.bin.2.477	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__
012-PT-06.bin.2.48	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JADYYZ01;s__
012-PT-06.bin.2.480	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255
012-PT-06.bin.2.481	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__
012-PT-06.bin.2.484	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Miltoncostaeales;f__Miltoncostaeaceae;g__CALMEC01;s__CALMEC01 sp937871165
012-PT-06.bin.2.485	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ideonella;s__
012-PT-06.bin.2.487	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__F1-80-MAGs062;s__
012-PT-06.bin.2.488	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__
012-PT-06.bin.2.49	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__
012-PT-06.bin.2.490	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__Ottowia sp001897615
012-PT-06.bin.2.491	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea gracilis
012-PT-06.bin.2.493	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAAFJR01;s__JAAFJR01 sp016705065
012-PT-06.bin.2.494	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__JAEUIT01;s__JAEUIT01 sp016795065
012-PT-06.bin.2.495	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__CAIOMD01;g__JAGORN01;s__
012-PT-06.bin.2.496	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__UTCHB3;s__UTCHB3 sp016707285
012-PT-06.bin.2.497	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__PHOS-HE28 sp018267155
012-PT-06.bin.2.499	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__SXXK01;s__
012-PT-06.bin.2.5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__RXIV01;s__
012-PT-06.bin.2.50	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Epilineales;f__Epilineaceae;g__Epilinea;s__
012-PT-06.bin.2.501	d__Bacteria;p__Omnitrophota;c__Koll11;o__Zapsychrales;f__JANLHA01;g__JADLGJ01;s__
012-PT-06.bin.2.503	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Rhabdochlamydiaceae;g__Acherontichlamydia;s__
012-PT-06.bin.2.504	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__
012-PT-06.bin.2.506	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Parvibacillus;s__Parvibacillus calidus
012-PT-06.bin.2.507	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__RH-chloro-G1;s__
012-PT-06.bin.2.508	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__RPQJ01;s__
012-PT-06.bin.2.509	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__UBA11358;g__;s__
012-PT-06.bin.2.51	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JADJOM01;s__JADJOM01 sp016713785
012-PT-06.bin.2.510	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira_A;s__Nitrospira_A sp003456605
012-PT-06.bin.2.512	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__;s__
012-PT-06.bin.2.513	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Sterolibacterium;s__
012-PT-06.bin.2.514	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__
012-PT-06.bin.2.515	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__JAGQNR01;s__
012-PT-06.bin.2.516	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__CAIYYT01;f__CAIYYT01;g__JADJGC01;s__JADJGC01 sp016708315
012-PT-06.bin.2.522	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp000435835
012-PT-06.bin.2.523	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__DUSC01;s__
012-PT-06.bin.2.525	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__M3007 sp029561355
012-PT-06.bin.2.526	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAINDV01;g__CAINDV01;s__
012-PT-06.bin.2.528	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__SZUA-430;s__
012-PT-06.bin.2.529	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__FEN-1173;f__FEN-1173;g__JADKHR01;s__
012-PT-06.bin.2.53	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__CAMDBL01;s__
012-PT-06.bin.2.530	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__CALMSM01;g__CALMSM01;s__
012-PT-06.bin.2.531	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__JAEUJM01;g__;s__
012-PT-06.bin.2.532	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Dermatophilaceae;g__Phycicoccus_A;s__Phycicoccus_A sp020161815
012-PT-06.bin.2.536	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__TMP-7;s__
012-PT-06.bin.2.542	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera sp017997795
012-PT-06.bin.2.544	d__Bacteria;p__Bacteroidota;c__Kapaibacteriia;o__Kapaibacteriales;f__UBA961;g__JADZAA01;s__
012-PT-06.bin.2.546	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAIXSC01;s__
012-PT-06.bin.2.547	d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__;s__
012-PT-06.bin.2.548	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__Gemmatimonas sp017991005
012-PT-06.bin.2.549	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__JAABQG01;s__
012-PT-06.bin.2.550	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__UBA6136;s__
012-PT-06.bin.2.552	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__GCA-2699445;g__;s__
012-PT-06.bin.2.553	d__Bacteria;p__Spirochaetota;c__Leptospirae;o__Leptospirales;f__Leptonemataceae;g__;s__
012-PT-06.bin.2.554	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__
012-PT-06.bin.2.557	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Megaera;s__
012-PT-06.bin.2.558	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADJKB01;s__JADJKB01 sp023150915
012-PT-06.bin.2.559	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__;s__
012-PT-06.bin.2.56	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__
012-PT-06.bin.2.562	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Limisphaerales;f__CAIMTB01;g__CAIMTB01;s__
012-PT-06.bin.2.564	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Ancrocorticia;s__
012-PT-06.bin.2.566	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__SXOA01;s__
012-PT-06.bin.2.567	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__CAIXRL01;s__
012-PT-06.bin.2.568	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__;s__
012-PT-06.bin.2.569	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__JARSSO01;s__JARSSO01 sp008933795
012-PT-06.bin.2.570	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Aquabacterium_A;s__
012-PT-06.bin.2.572	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__UBA6669;s__
012-PT-06.bin.2.58	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__JANYHF01;s__
012-PT-06.bin.2.580	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__JAAEKA01;f__JAAEKA01;g__JAAEKA01;s__
012-PT-06.bin.2.581	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__JADJMO01;g__JADJMO01;s__
012-PT-06.bin.2.582	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Ga0077539;g__CAISKJ01;s__
012-PT-06.bin.2.585	d__Bacteria;p__Electryoneota;c__RPQS01;o__RPQS01;f__RPQS01;g__JABWCQ01;s__
012-PT-06.bin.2.587	d__Bacteria;p__Bdellovibrionota;c__FAC87;o__UBA2466;f__UBA2466;g__;s__
012-PT-06.bin.2.588	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
