genome_id,gtdb_classification,Database
058-AR-20.bin.2.20,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Castellaniella;s__Castellaniella denitrificans,MiDAS Global
058-AR-20.bin.2.204,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__,MiDAS Global
058-AR-20.bin.2.205,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__UBA668;s__,MiDAS Global
058-AR-20.bin.2.208,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__TH-plancto1;s__,MiDAS Global
058-AR-20.bin.2.215,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__Paracoccus sp018056045,MiDAS Global
058-AR-20.bin.2.216,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__Aestuariivirga;s__,MiDAS Global
058-AR-20.bin.2.221,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Prosthecobacter;s__,MiDAS Global
058-AR-20.bin.2.224,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Acidovorax;s__,MiDAS Global
058-AR-20.bin.2.228,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnohabitans_A;s__,MiDAS Global
058-AR-20.bin.2.229,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__JAIEOP01;s__,MiDAS Global
058-AR-20.bin.2.23,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JAKFVC01;s__,MiDAS Global
058-AR-20.bin.2.235,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
058-AR-20.bin.2.248,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JANZZL01;s__,MiDAS Global
058-AR-20.bin.2.249,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax_C;s__,MiDAS Global
058-AR-20.bin.2.259,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola_A;s__,MiDAS Global
058-AR-20.bin.2.260,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__JALHOQ01;s__,MiDAS Global
058-AR-20.bin.2.261,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__JAJFUZ01;s__,MiDAS Global
058-AR-20.bin.2.264,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__JAGROB01;g__JAGROB01;s__,MiDAS Global
058-AR-20.bin.2.265,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens,MiDAS Global
058-AR-20.bin.2.36,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__,MiDAS Global
058-AR-20.bin.2.38,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA1609;g__;s__,MiDAS Global
058-AR-20.bin.2.53,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Deianiraeaceae;g__;s__,MiDAS Global
058-AR-20.bin.2.65,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__;s__,MiDAS Global
058-AR-20.bin.2.7,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__QFOX01;s__,MiDAS Global
058-AR-20.bin.2.72,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae;g__;s__,MiDAS Global
058-AR-20.bin.2.73,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__,MiDAS Global
058-AR-20.bin.2.77,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp900540255,MiDAS Global
058-AR-20.bin.2.78,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__,MiDAS Global
058-AR-20.bin.2.8,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Midichloriaceae;g__RICK02;s__,MiDAS Global
058-AR-20.bin.2.81,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Fimbriiglobus;s__,MiDAS Global
058-AR-20.bin.2.82,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__CANCBY01;s__,MiDAS Global
058-AR-20.bin.2.89,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__SCMT01;s__SCMT01 sp019510125,MiDAS Global
058-AR-20.bin.2.91,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__CATLPS01;s__,MiDAS Global
058-AR-20.bin.2.96,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__;s__,MiDAS Global
058-AR-20.bin.2.97,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__21-14-0-10-47-8;s__,MiDAS Global
058-AR-20.bin.3.132,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__,MiDAS Global
058-AR-20.bin.3.14,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JADYZU01;s__,MiDAS Global
058-AR-20.bin.3.161,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudogemmobacter;s__,MiDAS Global
058-AR-20.bin.3.165,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium_E;s__,MiDAS Global
058-AR-20.bin.3.170,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,MiDAS Global
058-AR-20.bin.3.232,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Agitococcus;s__,MiDAS Global
058-AR-20.bin.3.356,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__B-17B0;f__B-17BO;g__UBA4416;s__,MiDAS Global
058-AR-20.bin.3.358,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__JADJJE01;s__,MiDAS Global
058-AR-20.bin.3.365,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
058-AR-20.bin.3.408,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__21-14-0-10-47-8;s__,MiDAS Global
058-AR-20.bin.3.41,d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__GCA-2862545;g__;s__,MiDAS Global
058-AR-20.bin.3.463,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__CAMFKA01;g__CAMFKA01;s__CAMFKA01 sp945957185,MiDAS Global
058-AR-20.bin.3.504,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__;s__,MiDAS Global
058-AR-20.bin.3.507,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Bosea;s__,MiDAS Global
058-AR-20.bin.3.516,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__;f__;g__;s__,MiDAS Global
058-AR-20.bin.3.552,d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Pseudobdellovibrio;s__,MiDAS Global
058-AR-20.bin.3.85,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA3002;g__QFOX01;s__,MiDAS Global
058-AR-20.bin.4.88,d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__SLFE01;g__;s__,MiDAS Global
059-AT-02.bin.1.358,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__PJMF01;g__UBA9650;s__,MiDAS Global
059-AT-02.bin.1.610,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Tepidiforma;s__Tepidiforma sp003104995,MiDAS Global
059-AT-02.bin.2.1,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__J027;g__J027;s__,MiDAS Global
059-AT-02.bin.2.101,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia_A;s__,MiDAS Global
059-AT-02.bin.2.104,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__AWTP1-35;s__,MiDAS Global
059-AT-02.bin.2.106,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Terrimicrobiaceae;g__JAJTZA01;s__,MiDAS Global
059-AT-02.bin.2.109,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__GWA1-39-11;g__JAUSNA01;s__,MiDAS Global
059-AT-02.bin.2.11,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__QEUY01;s__QEUY01 sp020845455,MiDAS Global
059-AT-02.bin.2.111,d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__Absconditabacterales;f__Absconditicoccaceae;g__JAGOPC01;s__,MiDAS Global
059-AT-02.bin.2.114,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__JAJYLH01;g__;s__,MiDAS Global
059-AT-02.bin.2.116,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__JADLGF01;s__,MiDAS Global
059-AT-02.bin.2.117,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Anatilimnocola;s__,MiDAS Global
059-AT-02.bin.2.118,d__Bacteria;p__Bacillota_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__,MiDAS Global
059-AT-02.bin.2.12,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__UBA2796;g__UBA2796;s__UBA2796 sp014879835,MiDAS Global
059-AT-02.bin.2.120,d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__JADLDB01;s__JADLDB01 sp020846875,MiDAS Global
059-AT-02.bin.2.124,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Govaniaceae;g__PRO5;s__PRO5 sp019455285,MiDAS Global
059-AT-02.bin.2.125,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__JACOMY01;g__JAKOWB01;s__,MiDAS Global
059-AT-02.bin.2.127,d__Bacteria;p__Planctomycetota;c__UBA11346;o__UBA11346;f__UBA11346;g__;s__,MiDAS Global
059-AT-02.bin.2.129,d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__JAMQPK01;s__,MiDAS Global
059-AT-02.bin.2.133,d__Bacteria;p__Bdellovibrionota;c__UBA2428;o__UBA2428;f__UBA2428;g__CANIGN01;s__,MiDAS Global
059-AT-02.bin.2.134,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__65-79;s__,MiDAS Global
059-AT-02.bin.2.137,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Caenibius;s__,MiDAS Global
059-AT-02.bin.2.139,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__,MiDAS Global
059-AT-02.bin.2.140,d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__JAEYTU01;s__,MiDAS Global
059-AT-02.bin.2.143,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__VBCG01 sp015075645,MiDAS Global
059-AT-02.bin.2.144,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JADZCI01;s__JADZCI01 sp020851655,MiDAS Global
059-AT-02.bin.2.145,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JADLDI01;s__JADLDI01 sp016789925,MiDAS Global
059-AT-02.bin.2.146,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;s__,MiDAS Global
059-AT-02.bin.2.147,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__,MiDAS Global
059-AT-02.bin.2.148,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__;s__,MiDAS Global
059-AT-02.bin.2.149,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__;s__,MiDAS Global
059-AT-02.bin.2.154,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__,MiDAS Global
059-AT-02.bin.2.155,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__JADZEI01;s__JADZEI01 sp020850615,MiDAS Global
059-AT-02.bin.2.156,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__,MiDAS Global
059-AT-02.bin.2.162,d__Bacteria;p__Planctomycetota;c__J058;o__J058;f__J058;g__JAMLIC01;s__,MiDAS Global
059-AT-02.bin.2.163,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Curtissbacterales;f__;g__;s__,MiDAS Global
059-AT-02.bin.2.165,d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__JAAYYF01;s__JAAYYF01 sp019454765,MiDAS Global
059-AT-02.bin.2.166,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__,MiDAS Global
059-AT-02.bin.2.168,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__JAIOPN01;s__,MiDAS Global
059-AT-02.bin.2.171,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SZUA-265;s__,MiDAS Global
059-AT-02.bin.2.175,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__JADZEJ01;s__,MiDAS Global
059-AT-02.bin.2.176,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JAHDXW01;s__JAHDXW01 sp020846995,MiDAS Global
059-AT-02.bin.2.177,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAHWKS01;s__JAHWKS01 sp963204915,MiDAS Global
059-AT-02.bin.2.178,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__JAHWKS01;s__,MiDAS Global
059-AT-02.bin.2.179,d__Bacteria;p__Patescibacteria;c__Doudnabacteria;o__UBA920;f__UBA920;g__JADZEH01;s__,MiDAS Global
059-AT-02.bin.2.18,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__;s__,MiDAS Global
059-AT-02.bin.2.181,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__,MiDAS Global
059-AT-02.bin.2.183,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Spechtbacterales;f__2-12-FULL-38-22;g__;s__,MiDAS Global
059-AT-02.bin.2.184,d__Bacteria;p__Myxococcota;c__SURF-8;o__;f__;g__;s__,MiDAS Global
059-AT-02.bin.2.185,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__,MiDAS Global
059-AT-02.bin.2.189,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Roseimicrobium;s__,MiDAS Global
059-AT-02.bin.2.190,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__CADCWN01;g__CADCWN01;s__,MiDAS Global
059-AT-02.bin.2.191,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__,MiDAS Global
059-AT-02.bin.2.192,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudorhodoplanes;s__,MiDAS Global
059-AT-02.bin.2.194,d__Bacteria;p__Myxococcota;c__JAJVIH01;o__JAJVIH01;f__;g__;s__,MiDAS Global
059-AT-02.bin.2.199,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Anammoximicrobium;s__,MiDAS Global
059-AT-02.bin.2.20,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__UBA5793;g__UBA5793;s__,MiDAS Global
059-AT-02.bin.2.202,d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__UBA6265;g__;s__,MiDAS Global
059-AT-02.bin.2.203,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__0-14-0-10-38-17;f__0-14-0-10-38-17;g__JAGPNC01;s__,MiDAS Global
059-AT-02.bin.2.204,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__JAFKKF01;s__,MiDAS Global
059-AT-02.bin.2.209,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;s__,MiDAS Global
059-AT-02.bin.2.21,d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__GCA-016699595;f__GCA-016699595;g__;s__,MiDAS Global
059-AT-02.bin.2.210,d__Bacteria;p__Armatimonadota;c__UBA10988;o__UBA10988;f__UBA10988;g__;s__,MiDAS Global
059-AT-02.bin.2.211,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__JAGQSI01;s__,MiDAS Global
059-AT-02.bin.2.212,d__Bacteria;p__UBP17;c__UBA6191;o__UBA6191;f__UBA6191;g__UBA6191;s__,MiDAS Global
059-AT-02.bin.2.213,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__UBA927;s__,MiDAS Global
059-AT-02.bin.2.219,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__S36-B12;f__S36-B12;g__UBA10649;s__,MiDAS Global
059-AT-02.bin.2.221,d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__JADZAF01;s__,MiDAS Global
059-AT-02.bin.2.230,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Levybacterales;f__UBA12049;g__JAGOUP01;s__,MiDAS Global
059-AT-02.bin.2.242,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA10105;f__UBA927;g__UBA927;s__,MiDAS Global
059-AT-02.bin.2.248,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__,MiDAS Global
059-AT-02.bin.2.250,d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__JAAZNV01;s__,MiDAS Global
059-AT-02.bin.2.260,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Zeimonas;s__Zeimonas sp021463505,MiDAS Global
059-AT-02.bin.2.27,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__JABCZZ01;g__;s__,MiDAS Global
059-AT-02.bin.2.271,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Baekduia;s__,MiDAS Global
059-AT-02.bin.2.274,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__,MiDAS Global
059-AT-02.bin.2.278,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,MiDAS Global
059-AT-02.bin.2.283,d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__;s__,MiDAS Global
059-AT-02.bin.2.284,d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__RGVZ01;g__;s__,MiDAS Global
059-AT-02.bin.2.288,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__,MiDAS Global
059-AT-02.bin.2.29,Unclassified Bacteria,MiDAS Global
059-AT-02.bin.2.294,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA1046;s__UBA1046 sp012511325,MiDAS Global
059-AT-02.bin.2.299,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JADYZN01;s__,MiDAS Global
059-AT-02.bin.2.300,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__UBA8416;f__JAIOPI01;g__JAIOPI01;s__,MiDAS Global
059-AT-02.bin.2.301,d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__UBA8416;f__JAIOPI01;g__;s__,MiDAS Global
059-AT-02.bin.2.307,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Villigracilaceae;g__Defluviilinea;s__Defluviilinea sp020847435,MiDAS Global
059-AT-02.bin.2.308,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium_G;s__,MiDAS Global
059-AT-02.bin.2.318,d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__UBA5232;s__,MiDAS Global
059-AT-02.bin.2.320,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__;f__;g__;s__,MiDAS Global
059-AT-02.bin.2.326,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA2979;f__UBA2979;g__JAIBBD01;s__,MiDAS Global
059-AT-02.bin.2.328,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__,MiDAS Global
059-AT-02.bin.2.329,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__UBA8904;s__,MiDAS Global
059-AT-02.bin.2.340,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_C;s__,MiDAS Global
059-AT-02.bin.2.341,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__JADIYW01;g__JAMLHH01;s__JAMLHH01 sp023957235,MiDAS Global
059-AT-02.bin.2.347,d__Bacteria;p__Bdellovibrionota;c__UBA2361;o__UBA2361;f__OMII01;g__;s__,MiDAS Global
059-AT-02.bin.2.348,d__Bacteria;p__Eremiobacterota;c__Xenobia;o__Xenobiales;f__JADMJV01;g__;s__,MiDAS Global
059-AT-02.bin.2.357,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__28-YEA-48;s__,MiDAS Global
059-AT-02.bin.2.359,d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__JACCZL01;g__JADZEM01;s__,MiDAS Global
059-AT-02.bin.2.360,d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Capillimicrobium;s__,MiDAS Global
059-AT-02.bin.2.361,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Kaistiaceae;g__JADYYB01;s__JADYYB01 sp020853895,MiDAS Global
059-AT-02.bin.2.362,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__JAJKJG01;s__,MiDAS Global
059-AT-02.bin.2.364,d__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__UBA11236;f__UBA11236;g__;s__,MiDAS Global
059-AT-02.bin.2.365,d__Bacteria;p__Chloroflexota;c__UBA6077;o__UBA6077;f__JACCZL01;g__JADZEM01;s__,MiDAS Global
059-AT-02.bin.2.368,d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JADLFU01;s__JADLFU01 sp020849655,MiDAS Global
059-AT-02.bin.2.369,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,MiDAS Global
059-AT-02.bin.2.378,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__Dongia_A;s__Dongia_A sp016794075,MiDAS Global
059-AT-02.bin.2.379,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis granuli,MiDAS Global
059-AT-02.bin.2.380,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ga0077548;s__,MiDAS Global
059-AT-02.bin.2.384,d__Bacteria;p__Hydrogenedentota;c__Hydrogenedentia;o__Hydrogenedentiales;f__JAEUWI01;g__JACPGD01;s__,MiDAS Global
059-AT-02.bin.2.386,d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__Longimicrobiaceae;g__WHSP01;s__,MiDAS Global
059-AT-02.bin.2.388,d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__Tepidisphaeraceae;g__JADYZN01;s__,MiDAS Global
059-AT-02.bin.2.390,d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__,MiDAS Global
